dialogue_id,text,floor,emotion,engagement,correctness,source
en_de_#CLIENT-01#_default_2020-12-20-4,"Vielen Dank, dass Sie sich heute unterhalten haben.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-4,"Ich werde den Chat jetzt beenden, aber klicken Sie einfach auf die Schaltfläche, wenn Sie weitere Fragen haben.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-4,"Sie erhalten in Kürze eine E-Mail, um unseren Chat heute zu bewerten.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-4,"Wenn Sie einen Moment Zeit haben, darf ich Sie bitten, dies auszufüllen, ansonsten bedanke ich mich recht herzlich und wünsche Ihnen noch einen schönen Tag.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-4,Bleiben Sie sicher.,outbound,2,,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Hello,",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,I am interested in the #PRS_ORG#.,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"However, I find no information on the abrasion resistance of the substance.",inbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Could you please tell me how the value of the ""scrubbing tours"" is?",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,Thank you!,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,Best regards,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Hallo #NAME#, danke für die Kontaktaufnahme mit #PRS_ORG#",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,Welche Farbe haben Sie bitte angeschaut?,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,Hudson Grau,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Danke, ich werde das jetzt für Sie ansehen",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,Thank you!,inbound,1,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Dies ist ein sehr langlebiges Material, erfordert jedoch eine professionelle Reinigung",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Gibt es noch irgendetwas, was wir heute für Sie beantworten können?",outbound,2,0.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Yes, but they have concrete information on shear resistance",inbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"For other products, for example, 50,000 are indicated",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Ich werde sehen, ob ich das für Sie herausfinden kann",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Ich überprüfe dies nur, möglicherweise muss ich dies vom Produktteam erhalten",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Ich muss diese Angaben anfordern, da ich sie nicht zur Hand habe.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Ich kann auch beantragen, dass ein Fabric Sample verschickt wird?",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,I have already received,inbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,But it would be great if they could ask the product team.,inbound,7,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Ich werde sie kontaktieren und auf Sie zurückkommen. Es kann bis zu #NUMBER# Stunden dauern, bis Sie diese Daten erhalten, aber ich werde Sie aktualisieren, sobald ich höre",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,Thank you!,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Haben Sie eine schöne Zeit und Weihnachten, wir werden uns bald bei Ihnen melden",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Vielen Dank, dass Sie sich die Zeit genommen haben, sich heute mit mir zu unterhalten.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Sobald dieser Chat beendet ist, erhalten Sie eine Feedback-E-Mail mit dem Titel ""Meinen Chat bewerten"".",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-13,"Bitte füllen Sie dies aus, wenn Sie einen Moment Zeit haben. Wenn Sie jedoch keine Zeit haben, wünsche ich Ihnen noch einen wunderschönen Tag und bedanke mich vielmals bei Ihnen.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"Hello, I have an article that should be delivered last week and which is still not delivered.",inbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,I contacted the chat twice and so far nothing.,inbound,6,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"The First Lady told me that it will be sent on Monday, the second lady told me yesterday that she will check and send an email and she never replied.",inbound,6,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"#ADDRESS#,",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,Guten Morgen #NAME#,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Sie sind bei #NAME#",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,Order number: #NUMBER#,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"Vielen Dank - diese Anfrage ist also im Lager, wie gestern im Chat angegeben, wir müssen auf die Antwort auf die Untersuchung warten.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"Sobald wir etwas gehört haben, werden Sie per E-Mail benachrichtigt",outbound,2,0.0,,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,It doesn't help much because I've been waiting for it since September.,inbound,5,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir uns mit dem Lager in Verbindung setzen müssen. Dies wurde für Sie getan - also warten wir auf die Antwort.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"Sobald wir die Informationen haben, können wir Sie über den Aufenthaltsort Ihrer Bestellung informieren",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,Der Artikel sollte versandt werden 18.12,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"I know, today is 23.12",inbound,5,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,"Vollständig verstanden - das haben wir das Lager kontaktiert und sobald wir Antworten haben, werden Sie per E-Mail benachrichtigt",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,Mein Kollege kümmert sich darum,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-12,Kann ich heute sonst noch bei irgendetwas helfen?,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"When does my order #NUMBER# finally come, which I placed on 27.10.20???",inbound,6,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,Guten Tag #NAME#,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Vielen Dank für Ihre Kontaktaufnahme mit #PRS_ORG#, Sie sind bei #NAME#.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse und Postanschrift).",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,#ADDRESS# #EMAIL#,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Vielen Dank, bitte nehmen Sie sich einen Moment Zeit für mich",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Ich kann sehen, dass Ihr #PRS_ORG#, Schwarzgrau, immer noch von unserem Hersteller in Übersee an uns versendet wird und von uns am 12.01.21 versandt werden soll.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Ich habe dies für Sie geprüft und kann sehen, dass es eine leichte Versandverzögerung mit dem Artikel gegeben hat, wodurch das Versanddatum verschoben wurde.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,Dies verzögert sich derzeit um 29 Tage.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Wir erhalten täglich Versand-Updates, und es ist möglich, dass sich dieses Datum hoffentlich zum Besseren ändern wird.",outbound,0,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Wir hatten ein paar Lieferungen, die schneller als erwartet angekommen sind, aber wir können es nicht sicher sagen.",outbound,4,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,Es gibt derzeit viel Druck auf den globalen Versand auf der ganzen Welt.,outbound,4,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Infolgedessen dauert es länger, bis unsere Produkte ankommen.",outbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Dies bedeutet leider, dass sich Ihr Versanddatum ändern kann oder sich Ihre Bestellung verzögert.",outbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Sobald es unser Distributionszentrum erreicht, senden wir es an unsere Lieferpartner.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Sie erhalten eine weitere E-Mail, in der Sie darüber informiert werden, dass die Ware gesendet wurde und Sie erhalten eine Sendungsnummer.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Unsere Lieferpartner werden sich dann mit Ihnen in Verbindung setzen, um ein genaues Lieferdatum zu vereinbaren.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Die Lieferung erfolgt in der Regel innerhalb von 1-7 Werktagen nach dem Versand, aber dies kann je nach Verfügbarkeit der Kuriere in Ihrer Region variieren.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Sorry, that doesn't satisfy me.",inbound,6,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,I'm already waiting for my sofa for almost 8 weeks!,inbound,7,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,I ask them to speed up the whole process.,inbound,7,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,So I am absolutely not satisfied!,inbound,6,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Leider haben wir keine Kontrolle über die Geschwindigkeit des Versandprozesses. Wir können Bestellungen nicht beschleunigen. Der Artikel befindet sich noch in einem Boot, aber wir tun unser Bestes, um ihn so schnell wie möglich zu Ihnen zu bringen.",outbound,3,0.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Etwaige Verzögerungen, auf die der Artikel auf dem Weg zu unserem Distributionszentrum stoßen könnte, liegen nicht in unserer Hand und sind unvorhersehbar.",outbound,2,0.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,And now?,inbound,5,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,Should I sit or lie on the floor?,inbound,5,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,This is not okay,inbound,5,1.0,,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Ich verstehe, dass dies frustrierend und enttäuschend ist.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Wenn Sie mit der Bestellung fortfahren möchten, können wir natürlich versuchen, Sie für die Verzögerung beim Erhalt des Artikels zu entschädigen.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Wir bitten Sie, uns zu kontaktieren, sobald Sie den Artikel erhalten haben, damit wir die Länge der Verzögerung und Ihre gesamte Kundenerfahrung berücksichtigen können.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Bitte beachten Sie, dass wir keine Entschädigung anbieten können, wenn der Artikel früher als angegeben eintrifft.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Wir verstehen jedoch vollkommen, wenn Sie nicht mehr warten möchten und die Möglichkeit, den Artikel zu stornieren, besteht bei Bedarf.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"No I want the article, I have already paid it!",inbound,6,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,I am just not satisfied and can't understand if you advertise initially with a 4-6 weeks delivery time.,inbound,6,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,Now I have to sit on the floor and lie that's not okay!,inbound,6,,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Ich verstehe, dass es frustrierend und enttäuschend ist und wir tun alles, um den Artikel so schnell wie möglich zu Ihnen zu bringen.",outbound,0,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,Leider können die Verzögerungen nicht verhindert werden.,outbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,Kann ich heute noch etwas helfen?,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Vielen Dank, dass Sie sich heute unterhalten haben.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Ich werde den Chat jetzt beenden, aber klicken Sie einfach auf die Schaltfläche, wenn Sie weitere Fragen haben.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Sie erhalten in Kürze eine E-Mail, um unseren Chat heute zu bewerten.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-1,"Wenn Sie einen Moment Zeit haben, darf ich Sie bitten, dies auszufüllen, ansonsten bedanke ich mich recht herzlich und wünsche Ihnen noch einen schönen Tag.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Hello, I would like to cancel a few articles",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Guten Morgen #NAME#,",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Sie sind bei #NAME#",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Order number: #NUMBER#,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Vielen Dank.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Können Sie mir bitte mitteilen, welche Artikel Sie stornieren möchten?",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"#PRS_ORG#, velvet in dark pink x 1",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"2 x #PRS_ORG# (#NUMBER# x #NUMBER# cm), velvet in dark pink x",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,And from order number #NUMBER#,inbound,2,,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Okay, bleiben Sie",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Ich werde dies zuerst tun,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Vielen Dank, dass Sie mich darüber informiert haben, dass Sie Ihren #PRS_ORG# stornieren möchten",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"2 x #PRS_ORG#, Samt in Zartrosa x, ich habe dies jetzt für Sie storniert.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Bitte erlauben Sie 7 Werktage für eine Rückerstattung der Debitkarte und bis zu 30 Werktage für eine Rückerstattung der Kreditkarte.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Danke nochmals.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Vielen Dank, dass Sie mich darüber informiert haben, dass Sie Ihren #PRS_ORG# stornieren möchten.",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Ich habe das jetzt für Sie storniert.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Bitte erlauben Sie 7 Werktage für eine Rückerstattung der Debitkarte und bis zu 30 Werktage für eine Rückerstattung der Kreditkarte.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Danke nochmals.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Das ist jetzt alles für Sie erledigt,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Thank you so much:),inbound,0,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Sehr gern geschehen!,outbound,0,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Ich bin froh, dass ich Ihnen heute helfen konnte.",outbound,0,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Vielen Dank, dass Sie sich die Zeit genommen haben, heute mit mir zu sprechen, und ich hoffe, ich habe es geschafft, Ihre Anfrage zu lösen, wenn es Ihnen nichts ausmacht, unseren heutigen Chat anhand meiner Kundenservice Fähigkeiten zu bewerten. Ich würde es wirklich schätzen, die Bewertungsschaltfläche finden Sie in diesem Chat.",outbound,0,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,"Ich hoffe, Sie haben einen schönen Tag und bitte kommen Sie zu uns zurück, wenn Sie weitere Hilfe benötigen.",outbound,0,,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-0,Very much appreciated,inbound,1,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,I would like to return two items (within the 14 day return period).,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,I have already filled out the return form on the website several times and have not even received a confirmation.,inbound,5,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,"I tried it yesterday, today again.",inbound,5,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,I also checked my spam folder regularly.,inbound,4,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,What should I do?,inbound,7,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,"Guten Morgen, ich kann Ihnen dabei helfen!",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,"Können Sie bitte Ihre Bestellnummer sowie den vollständigen Namen, die Postanschrift und die E-Mail-Adresse des Kontos bestätigen?",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Vielen Dank.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Please feel free to!,inbound,0,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Order number is: #NUMBER#,inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,"Vielen Dank, welchen Artikel oder welche Artikel möchten Sie zurückgeben und können Sie den Grund für die Rücksendung mitteilen?",outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Vielen Dank.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,"Article 1: #PRS_ORG#, Code: #ALPHANUMERIC_ID#",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,"Article 2: #PRS_ORG#, mustard yellow and blue green, Code: #ALPHANUMERIC_ID#",inbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,I had imagined the products differently.,inbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,They don't fit so well.,inbound,3,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Quality but everything is ok,inbound,1,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Danke #NAME#.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Ich habe einen Rückerstattungsantrag gestellt und werde jetzt eine #PRS_ORG#-Abholung arrangieren.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Einen Moment bitte.,outbound,2,1.0,2.0,maia_dqe
en_de_#CLIENT-01#_default_2020-12-20-5,Welcher Wochentag passt bitte am besten für Sie?,outbound,2,1.0,2.0,maia_dqe
